O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
51-4062.00,"Patternmakers, Metal and Plastic",51-4111.00,Tool and Die Makers,1
51-4062.00,"Patternmakers, Metal and Plastic",51-4041.00,Machinists,2
51-4062.00,"Patternmakers, Metal and Plastic",51-7032.00,"Patternmakers, Wood",3
51-4062.00,"Patternmakers, Metal and Plastic",51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",4
51-4062.00,"Patternmakers, Metal and Plastic",51-4061.00,"Model Makers, Metal and Plastic",5
51-4062.00,"Patternmakers, Metal and Plastic",51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6
51-4062.00,"Patternmakers, Metal and Plastic",51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",7
51-4062.00,"Patternmakers, Metal and Plastic",51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",8
51-4062.00,"Patternmakers, Metal and Plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9
51-4062.00,"Patternmakers, Metal and Plastic",51-7031.00,"Model Makers, Wood",10
51-4071.00,Foundry Mold and Coremakers,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1
51-4071.00,Foundry Mold and Coremakers,51-9031.00,"Cutters and Trimmers, Hand",2
51-4071.00,Foundry Mold and Coremakers,51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-4071.00,Foundry Mold and Coremakers,53-7063.00,Machine Feeders and Offbearers,4
51-4071.00,Foundry Mold and Coremakers,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-4071.00,Foundry Mold and Coremakers,51-4121.06,"Welders, Cutters, and Welder Fitters",6
51-4071.00,Foundry Mold and Coremakers,51-9123.00,"Painting, Coating, and Decorating Workers",7
51-4071.00,Foundry Mold and Coremakers,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",8
51-4071.00,Foundry Mold and Coremakers,51-2041.00,Structural Metal Fabricators and Fitters,9
51-4071.00,Foundry Mold and Coremakers,51-9195.07,Molding and Casting Workers,10
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-9111.00,Packaging and Filling Machine Operators and Tenders,1
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4121.06,"Welders, Cutters, and Welder Fitters",4
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",5
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",6
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",7
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-9191.00,Adhesive Bonding Machine Operators and Tenders,9
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",51-9195.07,Molding and Casting Workers,10
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",5
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4194.00,"Tool Grinders, Filers, and Sharpeners",6
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",7
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",9
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",10
51-4111.00,Tool and Die Makers,51-4062.00,"Patternmakers, Metal and Plastic",1
51-4111.00,Tool and Die Makers,51-4041.00,Machinists,2
51-4111.00,Tool and Die Makers,51-4061.00,"Model Makers, Metal and Plastic",3
51-4111.00,Tool and Die Makers,51-7032.00,"Patternmakers, Wood",4
51-4111.00,Tool and Die Makers,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
51-4111.00,Tool and Die Makers,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",6
51-4111.00,Tool and Die Makers,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",7
51-4111.00,Tool and Die Makers,17-3029.09,Manufacturing Production Technicians,8
51-4111.00,Tool and Die Makers,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",9
51-4111.00,Tool and Die Makers,51-4192.00,"Layout Workers, Metal and Plastic",10
51-4121.06,"Welders, Cutters, and Welder Fitters",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",1
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",5
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",6
51-4121.06,"Welders, Cutters, and Welder Fitters",51-2031.00,Engine and Other Machine Assemblers,7
51-4121.06,"Welders, Cutters, and Welder Fitters",51-9195.07,Molding and Casting Workers,8
51-4121.06,"Welders, Cutters, and Welder Fitters",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",9
51-4121.06,"Welders, Cutters, and Welder Fitters",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",10
51-4121.07,Solderers and Brazers,51-9111.00,Packaging and Filling Machine Operators and Tenders,1
51-4121.07,Solderers and Brazers,51-5113.00,Print Binding and Finishing Workers,2
51-4121.07,Solderers and Brazers,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3
51-4121.07,Solderers and Brazers,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",4
51-4121.07,Solderers and Brazers,51-9195.07,Molding and Casting Workers,5
51-4121.07,Solderers and Brazers,51-9141.00,Semiconductor Processors,6
51-4121.07,Solderers and Brazers,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",7
51-4121.07,Solderers and Brazers,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8
51-4121.07,Solderers and Brazers,51-2023.00,Electromechanical Equipment Assemblers,9
51-4121.07,Solderers and Brazers,51-2031.00,Engine and Other Machine Assemblers,10
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",53-7063.00,Machine Feeders and Offbearers,4
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4121.06,"Welders, Cutters, and Welder Fitters",5
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-2031.00,Engine and Other Machine Assemblers,6
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-5113.00,Print Binding and Finishing Workers,7
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",8
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",9
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",2
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9195.07,Molding and Casting Workers,3
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,4
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",5
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",6
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",7
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9191.00,Adhesive Bonding Machine Operators and Tenders,8
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",9
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",10
51-4192.00,"Layout Workers, Metal and Plastic",47-2211.00,Sheet Metal Workers,1
51-4192.00,"Layout Workers, Metal and Plastic",47-2031.01,Construction Carpenters,2
51-4192.00,"Layout Workers, Metal and Plastic",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3
51-4192.00,"Layout Workers, Metal and Plastic",47-2053.00,Terrazzo Workers and Finishers,4
51-4192.00,"Layout Workers, Metal and Plastic",51-9195.07,Molding and Casting Workers,5
51-4192.00,"Layout Workers, Metal and Plastic",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",6
51-4192.00,"Layout Workers, Metal and Plastic",47-2031.02,Rough Carpenters,7
51-4192.00,"Layout Workers, Metal and Plastic",47-2044.00,Tile and Marble Setters,8
51-4192.00,"Layout Workers, Metal and Plastic",49-9045.00,"Refractory Materials Repairers, Except Brickmasons",9
51-4192.00,"Layout Workers, Metal and Plastic",51-4121.06,"Welders, Cutters, and Welder Fitters",10
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",2
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4121.06,"Welders, Cutters, and Welder Fitters",4
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",53-7063.00,Machine Feeders and Offbearers,5
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-5113.00,Print Binding and Finishing Workers,6
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",7
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-9111.00,Packaging and Filling Machine Operators and Tenders,9
51-4193.00,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",10
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",3
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",5
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9195.07,Molding and Casting Workers,6
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9191.00,Adhesive Bonding Machine Operators and Tenders,7
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",8
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",9
51-4194.00,"Tool Grinders, Filers, and Sharpeners",51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",10
51-5111.00,Prepress Technicians and Workers,27-4011.00,Audio and Video Equipment Technicians,1
51-5111.00,Prepress Technicians and Workers,51-9151.00,Photographic Process Workers and Processing Machine Operators,2
51-5111.00,Prepress Technicians and Workers,27-4032.00,Film and Video Editors,3
51-5111.00,Prepress Technicians and Workers,27-4012.00,Broadcast Technicians,4
51-5111.00,Prepress Technicians and Workers,43-9011.00,Computer Operators,5
51-5111.00,Prepress Technicians and Workers,27-4031.00,"Camera Operators, Television, Video, and Motion Picture",6
51-5111.00,Prepress Technicians and Workers,15-1151.00,Computer User Support Specialists,7
51-5111.00,Prepress Technicians and Workers,17-3023.01,Electronics Engineering Technicians,8
51-5111.00,Prepress Technicians and Workers,51-9071.06,Gem and Diamond Workers,9
51-5111.00,Prepress Technicians and Workers,51-5112.00,Printing Press Operators,10
51-5112.00,Printing Press Operators,51-5113.00,Print Binding and Finishing Workers,1
51-5112.00,Printing Press Operators,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-5112.00,Printing Press Operators,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",3
51-5112.00,Printing Press Operators,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",4
51-5112.00,Printing Press Operators,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
51-5112.00,Printing Press Operators,51-4041.00,Machinists,6
51-5112.00,Printing Press Operators,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",7
51-5112.00,Printing Press Operators,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",8
51-5112.00,Printing Press Operators,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",9
51-5112.00,Printing Press Operators,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",10
51-5113.00,Print Binding and Finishing Workers,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",1
51-5113.00,Print Binding and Finishing Workers,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2
51-5113.00,Print Binding and Finishing Workers,51-2031.00,Engine and Other Machine Assemblers,3
51-5113.00,Print Binding and Finishing Workers,51-9191.00,Adhesive Bonding Machine Operators and Tenders,4
51-5113.00,Print Binding and Finishing Workers,51-5112.00,Printing Press Operators,5
51-5113.00,Print Binding and Finishing Workers,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",6
51-5113.00,Print Binding and Finishing Workers,51-9111.00,Packaging and Filling Machine Operators and Tenders,7
51-5113.00,Print Binding and Finishing Workers,53-7063.00,Machine Feeders and Offbearers,8
51-5113.00,Print Binding and Finishing Workers,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",9
51-5113.00,Print Binding and Finishing Workers,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",10
51-6011.00,Laundry and Dry-Cleaning Workers,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",1
51-6011.00,Laundry and Dry-Cleaning Workers,51-6041.00,Shoe and Leather Workers and Repairers,2
51-6011.00,Laundry and Dry-Cleaning Workers,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",3
51-6011.00,Laundry and Dry-Cleaning Workers,35-2014.00,"Cooks, Restaurant",4
51-6011.00,Laundry and Dry-Cleaning Workers,51-5113.00,Print Binding and Finishing Workers,5
51-6011.00,Laundry and Dry-Cleaning Workers,51-9123.00,"Painting, Coating, and Decorating Workers",6
51-6011.00,Laundry and Dry-Cleaning Workers,53-7064.00,"Packers and Packagers, Hand",7
51-6011.00,Laundry and Dry-Cleaning Workers,35-2021.00,Food Preparation Workers,8
51-6011.00,Laundry and Dry-Cleaning Workers,53-7063.00,Machine Feeders and Offbearers,9
51-6011.00,Laundry and Dry-Cleaning Workers,39-3092.00,Costume Attendants,10
51-6021.00,"Pressers, Textile, Garment, and Related Materials",35-9021.00,Dishwashers,1
51-6021.00,"Pressers, Textile, Garment, and Related Materials",35-2021.00,Food Preparation Workers,2
51-6021.00,"Pressers, Textile, Garment, and Related Materials",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-3023.00,Slaughterers and Meat Packers,4
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6031.00,Sewing Machine Operators,5
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",6
51-6021.00,"Pressers, Textile, Garment, and Related Materials",37-2012.00,Maids and Housekeeping Cleaners,7
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-9198.00,Helpers--Production Workers,8
51-6021.00,"Pressers, Textile, Garment, and Related Materials",45-2041.00,"Graders and Sorters, Agricultural Products",9
51-6021.00,"Pressers, Textile, Garment, and Related Materials",51-6011.00,Laundry and Dry-Cleaning Workers,10
51-6031.00,Sewing Machine Operators,35-9021.00,Dishwashers,1
51-6031.00,Sewing Machine Operators,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",2
51-6031.00,Sewing Machine Operators,51-9198.00,Helpers--Production Workers,3
51-6031.00,Sewing Machine Operators,51-2021.00,"Coil Winders, Tapers, and Finishers",4
51-6031.00,Sewing Machine Operators,51-6041.00,Shoe and Leather Workers and Repairers,5
51-6031.00,Sewing Machine Operators,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",6
51-6031.00,Sewing Machine Operators,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",7
51-6031.00,Sewing Machine Operators,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers",8
51-6031.00,Sewing Machine Operators,35-2021.00,Food Preparation Workers,9
51-6031.00,Sewing Machine Operators,35-3041.00,"Food Servers, Nonrestaurant",10
51-6041.00,Shoe and Leather Workers and Repairers,51-6011.00,Laundry and Dry-Cleaning Workers,1
51-6041.00,Shoe and Leather Workers and Repairers,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2
51-6041.00,Shoe and Leather Workers and Repairers,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",3
51-6041.00,Shoe and Leather Workers and Repairers,51-2021.00,"Coil Winders, Tapers, and Finishers",4
51-6041.00,Shoe and Leather Workers and Repairers,51-9123.00,"Painting, Coating, and Decorating Workers",5
51-6041.00,Shoe and Leather Workers and Repairers,51-5113.00,Print Binding and Finishing Workers,6
51-6041.00,Shoe and Leather Workers and Repairers,51-6031.00,Sewing Machine Operators,7
51-6041.00,Shoe and Leather Workers and Repairers,35-2014.00,"Cooks, Restaurant",8
51-6041.00,Shoe and Leather Workers and Repairers,51-4071.00,Foundry Mold and Coremakers,9
51-6041.00,Shoe and Leather Workers and Repairers,49-9093.00,"Fabric Menders, Except Garment",10
51-6042.00,Shoe Machine Operators and Tenders,51-5113.00,Print Binding and Finishing Workers,1
51-6042.00,Shoe Machine Operators and Tenders,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2
51-6042.00,Shoe Machine Operators and Tenders,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3
51-6042.00,Shoe Machine Operators and Tenders,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",4
51-6042.00,Shoe Machine Operators and Tenders,51-4121.07,Solderers and Brazers,5
51-6042.00,Shoe Machine Operators and Tenders,51-2023.00,Electromechanical Equipment Assemblers,6
51-6042.00,Shoe Machine Operators and Tenders,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",7
51-6042.00,Shoe Machine Operators and Tenders,51-4121.06,"Welders, Cutters, and Welder Fitters",8
51-6042.00,Shoe Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders,9
51-6042.00,Shoe Machine Operators and Tenders,53-7063.00,Machine Feeders and Offbearers,10
51-6051.00,"Sewers, Hand",27-1012.00,Craft Artists,1
51-6051.00,"Sewers, Hand",51-6052.00,"Tailors, Dressmakers, and Custom Sewers",2
51-6051.00,"Sewers, Hand",51-9071.01,Jewelers,3
51-6051.00,"Sewers, Hand",51-9194.00,Etchers and Engravers,4
51-6051.00,"Sewers, Hand",51-9151.00,Photographic Process Workers and Processing Machine Operators,5
51-6051.00,"Sewers, Hand",27-1023.00,Floral Designers,6
51-6051.00,"Sewers, Hand",51-3011.00,Bakers,7
51-6051.00,"Sewers, Hand",43-5071.00,"Shipping, Receiving, and Traffic Clerks",8
51-6051.00,"Sewers, Hand",51-9195.05,"Potters, Manufacturing",9
51-6051.00,"Sewers, Hand",51-9071.06,Gem and Diamond Workers,10
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",39-5011.00,Barbers,1
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-9071.07,Precious Metal Workers,2
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-9071.06,Gem and Diamond Workers,3
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-9071.01,Jewelers,4
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-6051.00,"Sewers, Hand",5
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-5111.00,Prepress Technicians and Workers,6
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",49-9064.00,Watch Repairers,7
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",27-4021.00,Photographers,8
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-5113.00,Print Binding and Finishing Workers,9
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",51-9151.00,Photographic Process Workers and Processing Machine Operators,10
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",2
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,53-7063.00,Machine Feeders and Offbearers,4
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",5
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-9111.00,Packaging and Filling Machine Operators and Tenders,6
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",7
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-5113.00,Print Binding and Finishing Workers,8
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-2023.00,Electromechanical Equipment Assemblers,9
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",10
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",1
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-9121.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",2
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-9191.00,Adhesive Bonding Machine Operators and Tenders,3
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",4
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4194.00,"Tool Grinders, Filers, and Sharpeners",6
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-4121.07,Solderers and Brazers,7
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-6093.00,Upholsterers,8
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",51-5113.00,Print Binding and Finishing Workers,9
